,year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
772,2000,58251.0,,0.16,2.297,0.0
773,2001,58342.0,,0.16,2.297,0.0
774,2002,58200.0,,0.17,2.335,0.0
775,2003,57962.0,,0.18,2.335,0.0
776,2004,57653.0,,0.18,2.335,0.0
777,2005,57277.0,,0.18,2.48,0.0
778,2006,56857.0,,0.18,2.522,0.0
779,2007,56402.0,,0.18,2.522,0.0
780,2008,55909.0,,0.19,2.529,0.0
781,2009,55386.0,,0.18,2.522,0.0
782,2010,54871.0,,0.16,2.522,0.0
783,2011,54334.0,,0.16,1.439,0.0
784,2012,53718.0,,0.16,1.446,0.0
785,2013,53017.0,,0.16,1.445,0.0
786,2014,52234.0,,0.16,1.445,0.0
787,2015,51391.0,,0.16,1.445,0.0
788,2016,50468.0,,0.17,1.451,0.0
789,2017,49486.0,,0.17,1.453,0.0
790,2018,48445.0,,0.16,1.453,0.0
791,2019,47341.0,,0.16,1.452,0.0
792,2020,46216.0,,0.15,1.384,0.0
793,2021,45056.0,,0.16,1.596,0.0
794,1900,3101503.0,,,,
795,1901,3083888.0,,,,
796,1902,3064493.0,,,,
797,1903,3043335.0,,,,
798,1904,3022320.0,,,,
799,1905,3001447.0,,,,
800,1906,2980714.0,,,,
801,1907,2960121.0,,,,
802,1908,2939666.0,,,,
803,1909,2921666.0,,,,
804,1910,2906100.0,,,,
805,1911,2892945.0,,,,
806,1912,2882183.0,,,,
807,1913,2873791.0,,,,
808,1914,2865420.0,,,,
809,1915,2857070.0,,,,
810,1916,2848742.0,,,,
811,1917,2840434.0,,,,
812,1918,2829072.0,,,,
813,1919,2828420.0,,,,
814,1920,2838595.0,,,,
815,1921,2859717.0,,,,
816,1922,2891905.0,,,,
817,1923,2935284.0,,,,
818,1924,2979313.0,,,,
819,1925,3024003.0,,,,
820,1926,3069363.0,,,,
821,1927,3115404.0,,,,
822,1928,3162135.0,,,,
823,1929,3208915.0,,,,
824,1930,3255737.0,,,,
825,1931,3302592.0,,,,
826,1932,3349470.0,,,,
827,1933,3396362.0,,,,
828,1934,3443911.0,,,,
829,1935,3492126.0,,,,
830,1936,3541016.0,,,,
831,1937,3590590.0,,,,
832,1938,3640858.0,,,,
833,1939,3694824.0,,,,
834,1940,3752594.0,,,,
835,1941,3814276.0,,,,
836,1942,3879980.0,,,,
837,1943,3949820.0,,,,
838,1944,4020916.0,,,,
839,1945,4093293.0,,,,
840,1946,4166972.0,,,,
841,1947,4241977.0,,,,
842,1948,4318333.0,,,,
843,1949,4397048.0,,,,
844,1950,4478186.0,6905243648.0,,,
845,1951,4569744.0,7156857856.0,,,
846,1952,4663968.0,7427326976.0,,,
847,1953,4758721.0,7707442688.0,,,
848,1954,4850457.0,7494946304.0,,,
849,1955,4938121.0,8094498304.0,,,
850,1956,5022111.0,7944564736.0,,,
851,1957,5104334.0,8703076352.0,,,
852,1958,5185843.0,9169780736.0,,,
853,1959,5269954.0,9207761920.0,,,
854,1960,5357201.0,9580296192.0,,,
855,1961,5441328.0,10574287872.0,,,
856,1962,5521405.0,10269759488.0,,,
857,1963,5599831.0,10823089152.0,,,
858,1964,5673208.0,12097687552.0,,,
859,1965,5736588.0,13062976512.0,,,
860,1966,5787056.0,13762507776.0,,,
861,1967,5827502.0,14446281728.0,,,
862,1968,5868201.0,14258772992.0,,,
863,1969,5928387.0,14746072064.0,,,
864,1970,6029702.0,15796654080.0,,,
865,1971,6177053.0,15843643392.0,,,
866,1972,6364736.0,16088033280.0,,,
867,1973,6578237.0,17187186688.0,,,
868,1974,6802495.0,16327890944.0,,,
869,1975,7032728.0,10064128000.0,,,
870,1976,7266788.0,9040012288.0,,,
871,1977,7511898.0,9245571072.0,,,
872,1978,7771595.0,9619385344.0,,,
873,1979,8043223.0,9853037568.0,,,
874,1980,8330053.0,10330398720.0,,17.105,
875,1981,8631461.0,10119853056.0,,16.958,
876,1982,8947154.0,9643454464.0,,18.173,
877,1983,9276704.0,9325808640.0,,19.43,
878,1984,9617709.0,9370042368.0,,17.553,
879,1985,9970631.0,9420208128.0,,21.619,
880,1986,10332577.0,8569987072.0,,21.351,
881,1987,10694060.0,9540738048.0,,22.02,
882,1988,11060263.0,10911810560.0,,22.712,
883,1989,11439505.0,11089227776.0,,21.975,
884,1990,11828643.0,11482503168.0,,23.331,
885,1991,12228698.0,12341160960.0,,24.454,
886,1992,12632509.0,12363426816.0,,24.814,
887,1993,13038277.0,9985481728.0,,24.361,
888,1994,13462032.0,10760810496.0,,23.769,
889,1995,13912258.0,13143744512.0,,25.496,
890,1996,14383352.0,15819794432.0,,24.504,
891,1997,14871148.0,17972224000.0,,27.524,
892,1998,15366866.0,19904956416.0,,24.773,
893,1999,15870759.0,21527384064.0,,27.651,
894,2000,16394067.0,23512020992.0,1.4,32.448,0.9
895,2001,16941584.0,26014777344.0,1.59,35.234,1.01
896,2002,17516140.0,31389599744.0,1.71,37.546,1.13
897,2003,18124346.0,35081187328.0,1.94,41.666,1.23
898,2004,18771128.0,41307009024.0,2.18,46.077,1.73
899,2005,19450962.0,51967275008.0,2.73,39.23,2.2
900,2006,20162338.0,66748907520.0,3.24,49.463,2.64
901,2007,20909692.0,87085293568.0,3.15,56.855,2.47
902,2008,21691524.0,105591652352.0,4.06,66.637,3.1
903,2009,22507674.0,115245899776.0,4.6,75.825,3.06
904,2010,23364196.0,126981791744.0,5.32,83.179,3.68
905,2011,24259120.0,140474318848.0,5.53,87.199,3.98
906,2012,25188298.0,149070692352.0,6.03,91.069,3.74
907,2013,26147012.0,160861175808.0,7.97,101.919,4.73
908,2014,27128340.0,170193272832.0,9.22,112.177,5.24
909,2015,28127724.0,176848732160.0,9.31,116.999,5.28
910,2016,29154742.0,178333876224.0,10.21,106.752,6.01
911,2017,30208634.0,178066374656.0,10.68,101.83,7.69
912,2018,31273538.0,175929573376.0,12.83,105.279,9.9
913,2019,32353592.0,,15.4,118.654,11.02
914,2020,33428490.0,,16.59,117.908,12.1
915,2021,34503776.0,,16.43,96.311,11.66
916,2022,35588996.0,,,,
917,1980,,,,0.625,
918,1981,,,,0.623,
919,1982,,,,0.623,
920,1983,,,,0.623,
921,1984,,,,0.812,
922,1985,,,,0.872,
923,1986,,,,0.81,
924,1987,,,,0.81,
925,1988,,,,0.875,
926,1989,,,,0.81,
927,1990,,,,0.872,
928,1991,,,,0.872,
929,1992,,,,0.875,
930,1993,,,,0.872,
931,1994,,,,0.872,
932,1995,,,,0.935,
933,1996,,,,0.937,
934,1997,,,,0.935,
935,1998,,,,0.935,
936,1999,,,,0.935,
937,2000,,,,0.93,
938,2001,,,,0.955,
939,2002,,,,0.955,
940,2003,,,,0.955,
941,2004,,,,0.968,
942,2005,,,,0.974,
943,2006,,,,0.974,
944,2007,,,,0.986,
945,2008,,,,0.049,
946,2009,,,,0.067,
947,2010,,,,0.067,
948,2011,,,,0.067,
949,2012,,,,0.058,
950,2013,,,,0.057,
951,2014,,,,0.057,
952,2015,,,,0.058,
953,2016,,,,0.058,
954,2017,,,,0.055,
955,2018,,,,0.055,
956,2019,,,,0.055,
957,2020,,,,0.046,
958,2021,,,,0.049,
959,1980,64907.0,,,1.701,
960,1981,65092.0,,,1.515,
961,1982,65246.0,,,2.06,
962,1983,65426.0,,,1.212,
963,1984,65379.0,,,1.337,
964,1985,65068.0,,,1.333,
965,1986,64732.0,,,1.355,
966,1987,64373.0,,,1.687,
967,1988,64002.0,,,1.691,
968,1989,63657.0,,,1.687,
969,1990,63346.0,,,1.749,
970,1991,63653.0,,,1.743,
971,1992,64676.0,,,1.748,
972,1993,65849.0,,,1.743,
973,1994,67091.0,,,1.866,
974,1995,68417.0,,,1.989,
975,1996,69817.0,,,1.995,
976,1997,71233.0,,,2.05,
977,1998,72589.0,,,2.05,
978,1999,73833.0,,,2.05,
979,2000,75070.0,,0.14,2.136,0.0
980,2001,76227.0,,0.16,2.136,0.0
981,2002,77216.0,,0.18,2.29,0.0
982,2003,78095.0,,0.2,2.407,0.0
983,2004,78955.0,,0.21,2.497,0.0
984,2005,79879.0,,0.23,2.535,0.0
985,2006,80909.0,,0.24,2.613,0.0
986,2007,82035.0,,0.26,2.738,0.0
987,2008,83267.0,,0.27,2.801,0.0
988,2009,84546.0,,0.31,2.935,0.0
989,2010,85710.0,,0.32,2.837,0.0
990,2011,86749.0,,0.32,2.829,0.0
991,2012,87688.0,,0.31,2.908,0.0
992,2013,88512.0,,0.31,2.908,0.0
993,2014,89252.0,,0.32,2.973,0.0
994,2015,89958.0,,0.33,3.043,0.01
995,2016,90575.0,,0.32,3.088,0.0
996,2017,91133.0,,0.33,2.937,0.01
997,2018,91644.0,,0.33,3.027,0.01
998,2019,92127.0,,0.34,3.043,0.01
999,2020,92672.0,,0.33,2.575,0.02
1000,2021,93229.0,,0.35,2.747,0.02
1001,1900,4685089.0,21508018176.0,,,
1002,1901,4855502.0,22371942400.0,,,
1003,1902,5036658.0,21914859520.0,,,
1004,1903,5229108.0,25056325632.0,,,
1005,1904,5428911.0,27744129024.0,,,
1006,1905,5636349.0,31406880768.0,,,
1007,1906,5851713.0,32980647936.0,,,
1008,1907,6075305.0,33673998336.0,,,
1009,1908,6307441.0,36961689600.0,,,
1010,1909,6532092.0,38819262464.0,,,
1011,1910,6748544.0,41644912640.0,,,
1012,1911,6956048.0,42382159872.0,,,
1013,1912,7153812.0,45863510016.0,,,
1014,1913,7341005.0,46315954176.0,,,
1015,1914,7533097.0,41498755072.0,,,
1016,1915,7730214.0,41740312576.0,,,
1017,1916,7932490.0,40529502208.0,,,
1018,1917,8140058.0,37239177216.0,,,
1019,1918,8354021.0,44097687552.0,,,
1020,1919,8579951.0,45710110720.0,,,
1021,1920,8818354.0,49054494720.0,,,
1022,1921,9069751.0,50306035712.0,,,
1023,1922,9334686.0,54296928256.0,,,
1024,1923,9613722.0,60309590016.0,,,
1025,1924,9901098.0,64989057024.0,,,
1026,1925,10197065.0,64706424832.0,,,
1027,1926,10501879.0,67810631680.0,,,
1028,1927,10815805.0,72643125248.0,,,
1029,1928,11139114.0,77168877568.0,,,
1030,1929,11443159.0,80691912704.0,,,
1031,1930,11726853.0,77359685632.0,,,
1032,1931,11989069.0,71992139776.0,,,
1033,1932,12228636.0,69624832000.0,,,
1034,1933,12444339.0,72859959296.0,,,
1035,1934,12663847.0,78659584000.0,,,
1036,1935,12887227.0,82125021184.0,,,
1037,1936,13114548.0,82689359872.0,,,
1038,1937,13345878.0,88696750080.0,,,
1039,1938,13581288.0,89082486784.0,,,
1040,1939,13825464.0,92462211072.0,,,
1041,1940,14078649.0,93982973952.0,,,
1042,1941,14341093.0,98812125184.0,,,
1043,1942,14613051.0,99962904576.0,,,
1044,1943,14894786.0,99170082816.0,,,
1045,1944,15181952.0,110433869824.0,,,
1046,1945,15474655.0,106852769792.0,,,
1047,1946,15773001.0,116403142656.0,,,
1048,1947,16077098.0,129321500672.0,,,
1049,1948,16387059.0,136522203136.0,,,
1050,1949,16700599.0,134649167872.0,,,
1051,1950,17017748.0,136328019968.0,,,
1052,1951,17354614.0,141645234176.0,,,
1053,1952,17693856.0,134416834560.0,,,
1054,1953,18032748.0,141635207168.0,,,
1055,1954,18369248.0,147492470784.0,,,
1056,1955,18700684.0,158009442304.0,,,
1057,1956,19031200.0,162343206912.0,,,
1058,1957,19363792.0,170709729280.0,,,
1059,1958,19695358.0,181174419456.0,,,
1060,1959,20024528.0,169428729856.0,,,
1061,1960,20349748.0,182678454272.0,,,
1062,1961,20680658.0,195762241536.0,,,
1063,1962,21020364.0,192596951040.0,,,
1064,1963,21364018.0,187954626560.0,,,
1065,1964,21708488.0,207332556800.0,,,
1066,1965,22053662.0,226284879872.0,,328.528,
1067,1966,22403120.0,227834527744.0,,339.175,
1068,1967,22757014.0,233929097216.0,,349.032,
1069,1968,23112976.0,243886489600.0,,360.844,
1070,1969,23472030.0,264721498112.0,,372.911,
1071,1970,23842804.0,278897360896.0,,353.487,
1072,1971,24223380.0,292438867968.0,,374.742,
1073,1972,24612798.0,301570162688.0,,379.448,
1074,1973,25020592.0,319937937408.0,,396.458,
1075,1974,25449752.0,340686405632.0,,412.278,
1076,1975,25875562.0,337656020992.0,,402.571,
1077,1976,26290258.0,336841146368.0,,422.714,
1078,1977,26713780.0,357157961728.0,,441.458,
1079,1978,27146124.0,341466742784.0,,442.127,
1080,1979,27584138.0,365906460672.0,,474.656,
1081,1980,28024808.0,371076956160.0,,472.019,
1082,1981,28471284.0,349782016000.0,,457.964,
1083,1982,28922768.0,338761515008.0,,466.513,
1084,1983,29377144.0,350706597888.0,,485.764,
1085,1984,29832200.0,357844353024.0,,487.344,
1086,1985,30287120.0,334171439104.0,45.304,481.619,
1087,1986,30748332.0,358634684416.0,49.022,508.885,
1088,1987,31216450.0,367893610496.0,52.115,531.837,
1089,1988,31690790.0,360921169920.0,52.5,540.738,
1090,1989,32165770.0,338520801280.0,50.863,521.441,
1091,1990,32637658.0,338751160320.0,51.005,513.022,17.846
1092,1991,33105766.0,376057921536.0,53.854,521.347,16.0
1093,1992,33568280.0,416679788544.0,56.107,559.309,19.295
1094,1993,34027240.0,444780216320.0,61.869,577.843,23.864
1095,1994,34488696.0,472926748672.0,65.622,608.761,27.386
1096,1995,34946116.0,461601013760.0,67.169,628.236,26.623
1097,1996,35389360.0,489406464000.0,69.76,657.128,22.704
1098,1997,35815968.0,531526418432.0,72.462,664.755,28.118
1099,1998,36233196.0,554567008256.0,74.17,688.425,26.715
1100,1999,36653032.0,538270564352.0,80.745,696.066,21.694
1101,2000,37070772.0,536481038336.0,85.25,698.777,28.89
1102,2001,37480492.0,515221291008.0,86.51,682.524,37.04
1103,2002,37885024.0,461203406848.0,81.15,654.474,36.06
1104,2003,38278164.0,504301027328.0,88.15,701.506,34.38
1105,2004,38668796.0,552377778176.0,95.7,744.817,31.03
1106,2005,39070504.0,604065431552.0,100.86,790.507,34.6
1107,2006,39476856.0,655699017728.0,111.41,830.543,38.67
1108,2007,39876116.0,718084636672.0,110.87,865.645,31.18
1109,2008,40273768.0,750663630848.0,114.76,877.178,31.28
1110,2009,40684344.0,709525635072.0,116.3,852.511,34.69
1111,2010,41100124.0,784986275840.0,119.63,883.969,34.34
1112,2011,41520736.0,835970465792.0,122.75,909.091,32.39
1113,2012,41952364.0,827404779520.0,128.68,943.706,30.89
1114,2013,42388268.0,847305113600.0,132.3,981.398,34.95
1115,2014,42824064.0,825981468672.0,131.8,979.858,34.36
1116,2015,43257064.0,847854960640.0,137.79,996.94,33.93
1117,2016,43668236.0,828372942848.0,139.63,992.424,31.05
1118,2017,44054616.0,850482233344.0,138.57,991.397,33.46
1119,2018,44413592.0,829373284352.0,139.78,984.346,34.8
1120,2019,44745516.0,,133.17,927.358,34.46
1121,2020,45036032.0,,138.7,869.829,36.97
1122,2021,45276788.0,,146.69,965.672,37.28
1123,2022,45510324.0,,143.68,1000.973,45.25
1124,1992,3574558.0,15777784832.0,,57.757,
1125,1993,3457344.0,13153102848.0,,43.957,
1126,1994,3373715.0,13441652736.0,,39.296,
1127,1995,3322788.0,14085538816.0,,38.545,
1128,1996,3298903.0,14363169792.0,,49.341,
1129,1997,3271422.0,14402198528.0,,41.582,
1130,1998,3240550.0,14841954304.0,,44.191,
1131,1999,3206033.0,14850691072.0,,27.312,
1132,2000,3168525.0,15244832768.0,5.62,29.374,1.25
1133,2001,3133138.0,16184125440.0,5.57,28.887,0.96
1134,2002,3105040.0,18018121728.0,5.21,27.671,1.64
1135,2003,3084107.0,19928737792.0,5.21,30.428,1.96
1136,2004,3065748.0,21350940672.0,5.9,31.559,1.98
1137,2005,3047254.0,23626534912.0,5.97,36.559,1.75
1138,2006,3026490.0,25937829888.0,5.62,36.503,1.81
1139,2007,3004398.0,28610387968.0,5.58,40.962,1.83
1140,2008,2983425.0,29672505344.0,5.47,39.531,1.78
1141,2009,2964300.0,24704751616.0,5.37,35.321,2.0
1142,2010,2946296.0,24485627904.0,6.18,39.338,2.54
1143,2011,2928984.0,24860479488.0,7.07,41.415,2.46
1144,2012,2914428.0,26635751424.0,7.61,43.885,2.3
1145,2013,2901386.0,27513477120.0,7.3,43.054,2.15
1146,2014,2889937.0,28507138048.0,7.33,43.884,1.97
1147,2015,2878598.0,29365307392.0,7.38,40.66,2.18
1148,2016,2865841.0,29426933760.0,6.95,40.95,2.33
1149,2017,2851929.0,31639250944.0,7.36,43.641,2.25
1150,2018,2836563.0,33296515072.0,7.38,42.928,2.31
1151,2019,2820604.0,,7.3,45.635,2.41
1152,2020,2805610.0,,7.45,47.937,1.92
1153,2021,2790971.0,,7.32,49.357,2.29
1154,1986,64570.0,,,0.426,
1155,1987,64463.0,,,0.426,
1156,1988,64356.0,,,1.632,
1157,1989,64617.0,,,2.17,
1158,1990,65734.0,,,2.292,
1159,1991,67879.0,,,2.5,
1160,1992,70210.0,,,2.746,
1161,1993,72374.0,,,2.79,
1162,1994,74730.0,,,3.062,
1163,1995,77070.0,,,3.465,
1164,1996,79432.0,,,2.284,
1165,1997,81872.0,,,3.693,
1166,1998,84365.0,,,3.693,
1167,1999,86877.0,,,3.693,
1168,2000,89117.0,,0.73,4.417,0.0
1169,2001,90702.0,,0.76,4.571,0.0
1170,2002,91798.0,,0.77,4.725,0.0
1171,2003,92713.0,,0.79,5.261,0.0
1172,2004,93554.0,,0.81,5.487,0.0
1173,2005,94495.0,,0.86,5.925,0.0
1174,2006,95621.0,,0.85,5.914,0.0
1175,2007,96797.0,,0.88,6.094,0.0
1176,2008,98006.0,,0.86,5.725,0.0
1177,2009,99223.0,,0.9,5.708,0.03
1178,2010,100354.0,,0.89,5.358,0.11
1179,2011,101304.0,,0.88,4.262,0.11
1180,2012,102126.0,,0.87,5.34,0.14
1181,2013,102891.0,,0.89,5.172,0.15
1182,2014,103607.0,,0.89,5.245,0.16
1183,2015,104269.0,,0.93,5.399,0.18
1184,2016,104890.0,,0.9,5.246,0.14
1185,2017,105454.0,,0.93,5.432,0.14
1186,2018,105980.0,,0.91,5.248,0.15
1187,2019,106458.0,,0.92,5.441,0.15
1188,2020,106597.0,,0.88,4.637,0.15
1189,2021,106543.0,,0.93,4.911,0.15
1190,1900,931021418.0,,,,
1191,1901,936837460.0,,,,
1192,1902,943188646.0,,,,
1193,1903,950002351.0,,,,
1194,1904,956881796.0,,,,
1195,1905,963829803.0,,,,
1196,1906,970850359.0,,,,
1197,1907,977962578.0,,,,
1198,1908,985168224.0,,,,
1199,1909,992399416.0,,,,
1200,1910,999734197.0,,,,
1201,1911,1006906259.0,,,,
1202,1912,1014258627.0,,,,
1203,1913,1021655026.0,,,,
1204,1914,1029157886.0,,,,
1205,1915,1036769812.0,,,,
1206,1916,1044435476.0,,,,
1207,1917,1052130725.0,,,,
1208,1918,1060373054.0,,,,
1209,1919,1068593053.0,,,,
1210,1920,1076882587.0,,,,
1211,1921,1084870900.0,,,,
1212,1922,1092809083.0,,,,
1213,1923,1100634861.0,,,,
1214,1924,1108597477.0,,,,
1215,1925,1116680767.0,,,,
1216,1926,1124894923.0,,,,
1217,1927,1133396748.0,,,,
1218,1928,1141730060.0,,,,
1219,1929,1151056239.0,,,,
1220,1930,1161261469.0,,,,
1221,1931,1172361616.0,,,,
1222,1932,1184348844.0,,,,
1223,1933,1197191774.0,,,,
1224,1934,1210196783.0,,,,
1225,1935,1223370395.0,,,,
1226,1936,1236808546.0,,,,
1227,1937,1250648056.0,,,,
1228,1938,1264417870.0,,,,
1229,1939,1276967495.0,,,,
1230,1940,1288504299.0,,,,
1231,1941,1297916592.0,,,,
1232,1942,1306306710.0,,,,
1233,1943,1313105324.0,,,,
1234,1944,1319615577.0,,,,
1235,1945,1326239826.0,,,,
1236,1946,1333266093.0,,,,
1237,1947,1341005319.0,,,,
1238,1948,1349300090.0,,,,
1239,1949,1361855386.0,,,,
1240,1950,1378554727.0,,,,
1241,1951,1405143078.0,,,,
1242,1952,1434494047.0,,,,
1243,1953,1465867616.0,,,,
1244,1954,1498211442.0,,,,
1245,1955,1532368957.0,,,,
1246,1956,1566934853.0,,,,
1247,1957,1603074679.0,,,,
1248,1958,1639899539.0,,,,
1249,1959,1672174028.0,,,,
1250,1960,1698939691.0,,,,
1251,1961,1725304326.0,,,,
1252,1962,1760632925.0,,,,
1253,1963,1806724539.0,,,,
1254,1964,1854882565.0,,,,
1255,1965,1901594742.0,,,5355.047,143.006
1256,1966,1948036863.0,,,5811.665,149.168
1257,1967,1994226633.0,,,6086.794,139.424
1258,1968,2042761361.0,,,6569.151,154.96
1259,1969,2093665797.0,,,7466.795,160.862
1260,1970,2144906508.0,,,8459.435,164.89
1261,1971,2195423804.0,,,9286.55,180.318
1262,1972,2245577141.0,,,9868.543,186.495
1263,1973,2296593872.0,,,10691.682,173.434
1264,1974,2346946783.0,,,10938.935,197.528
1265,1975,2395376069.0,,,11338.627,212.835
1266,1976,2442681709.0,,,11994.09,218.829
1267,1977,2489872409.0,,,12795.453,215.197
1268,1978,2536783728.0,,,13695.708,226.826
1269,1979,2584916791.0,,,14466.982,246.079
1270,1980,2635334410.0,,,14498.468,264.919
1271,1981,2687793098.0,,,14716.033,284.173
1272,1982,2742593626.0,,,15048.07,290.152
1273,1983,2797881469.0,,,15865.758,305.0
1274,1984,2853170213.0,,,17126.078,307.208
1275,1985,2909856492.0,,2009.02,20033.107,361.876
1276,1986,2968294733.0,,2123.063,20871.785,365.347
1277,1987,3028624604.0,,2302.99,22060.473,378.151
1278,1988,3089224548.0,,2468.227,23599.613,433.11
1279,1989,3149702853.0,,2643.975,24726.389,444.319
1280,1990,3210563750.0,,2838.578,25700.133,463.039
1281,1991,3269054085.0,,2989.21,26708.193,468.415
1282,1992,3324377494.0,,3158.493,27897.289,472.04
1283,1993,3378235529.0,,3318.063,29073.875,522.357
1284,1994,3431170953.0,,3576.582,30571.064,522.385
1285,1995,3483316665.0,,3808.013,31919.305,567.237
1286,1996,3534544077.0,,3997.317,33319.887,563.986
1287,1997,3585198287.0,,4181.853,34290.688,565.753
1288,1998,3635442850.0,,4313.289,34344.344,600.132
1289,1999,3685232690.0,,4519.554,35457.852,589.429
1290,2000,3735089775.0,,4750.65,36846.555,613.56
1291,2001,3785215058.0,,4963.61,38110.461,661.71
1292,2002,3834687401.0,,5288.55,40002.551,685.23
1293,2003,3883310793.0,,5674.14,43130.879,714.64
1294,2004,3931402529.0,,6185.47,47274.422,835.82
1295,2005,3979329053.0,,6650.97,50841.207,880.49
1296,2006,4027291741.0,,7182.85,53767.891,967.19
1297,2007,4074998014.0,,7792.12,57044.812,1020.24
1298,2008,4122790915.0,,8111.89,58922.148,1172.07
1299,2009,4171339685.0,,8382.82,60178.285,1168.53
1300,2010,4220041467.0,,9217.65,64104.895,1367.82
1301,2011,4268479060.0,,9883.19,67407.109,1420.19
1302,2012,4317165429.0,,10352.47,69783.617,1646.88
1303,2013,4365286895.0,,10933.92,71595.031,1801.18
1304,2014,4412496398.0,,11542.91,73585.25,2010.22
1305,2015,4458250376.0,,11690.84,75010.68,2164.77
1306,2016,4502955714.0,,12259.01,76417.734,2345.99
1307,2017,4547095064.0,,12989.979,79011.68,2577.39
1308,2018,4588802751.0,,13779.311,81914.203,2824.87
1309,2019,4627738749.0,,14210.11,84290.297,3100.07
1310,2020,4663086623.0,,14415.149,83770.875,3322.67
1311,2021,4693332132.0,,15536.749,88293.648,3649.16
1312,2022,4721383370.0,,16214.564,90365.438,4017.319
1313,1980,,,,14952.715,
1314,1981,,,,15162.4,
1315,1982,,,,15490.612,
1316,1983,,,,16016.73,
1317,1984,,,,17151.869,
1318,1985,,,,17752.514,
1319,1986,,,,18344.018,
1320,1987,,,,19261.615,
1321,1988,,,,20662.348,
1322,1989,,,,21300.135,
1323,1990,,,,22128.994,
1324,1991,,,,22788.723,
1325,1992,,,,23655.467,
1326,1993,,,,24982.289,
1327,1994,,,,26569.506,
1328,1995,,,,28237.311,
1329,1996,,,,29594.859,
1330,1997,,,,29699.178,
1331,1998,,,,29813.412,
1332,1999,,,,31204.699,
1333,2000,,,,32664.982,
1334,2001,,,,33457.879,
1335,2002,,,,34880.664,
1336,2003,,,,37637.273,
1337,2004,,,,41926.305,
1338,2005,,,,44979.32,
1339,2006,,,,48119.082,
1340,2007,,,,50878.465,
1341,2008,,,,52305.016,
1342,2009,,,,54978.262,
1343,2010,,,,59934.898,
1344,2011,,,,63323.148,
1345,2012,,,,66420.078,
1346,2013,,,,68156.156,
1347,2014,,,,69429.031,
1348,2015,,,,69695.047,
1349,2016,,,,70902.766,
1350,2017,,,,72962.094,
1351,2018,,,,75480.516,
1352,2019,,,,76831.305,
1353,2020,,,,76292.977,
1354,2021,,,,80372.68,
1355,2000,,,4154.5,,574.24
1356,2001,,,4343.1,,628.82
1357,2002,,,4628.25,,639.51
1358,2003,,,4971.03,,664.83
1359,2004,,,5440.12,,771.67
1360,2005,,,5842.58,,814.84
1361,2006,,,6319.12,,893.28
1362,2007,,,6868.44,,955.86
1363,2008,,,7154.27,,1123.21
1364,2009,,,7380.99,,1117.6
1365,2010,,,8122.25,,1293.29
1366,2011,,,8748.36,,1343.39
1367,2012,,,9161.81,,1559.67
1368,2013,,,9708.84,,1707.29
1369,2014,,,10233.93,,1935.89
1370,2015,,,10322.77,,2062.22
1371,2016,,,10845.92,,2232.19
1372,2017,,,11475.0,,2464.62
1373,2018,,,12262.35,,2706.8
1374,2019,,,12665.18,,2915.01
1375,2020,,,12856.06,,3147.69
1376,2021,,,13895.38,,3488.59
1377,2022,,,14449.16,,3828.18
1378,1965,,,,5235.806,157.734
1379,1966,,,,5683.134,163.955
1380,1967,,,,5950.452,154.291
1381,1968,,,,6412.57,169.826
1382,1969,,,,7284.051,175.772
1383,1970,,,,8282.044,182.487
1384,1971,,,,9073.601,201.212
1385,1972,,,,9612.916,206.902
1386,1973,,,,10376.129,195.847
1387,1974,,,,10605.488,220.72
1388,1975,,,,11001.126,235.418
1389,1976,,,,11535.02,236.16
1390,1977,,,,12202.239,229.98
1391,1978,,,,13036.697,240.283
1392,1979,,,,13637.195,261.014
1393,1980,,,,13713.645,278.94
1394,1981,,,,13814.593,297.121
1395,1982,,,,13951.811,298.938
1396,1983,,,,14561.178,317.729
1397,1984,,,,15593.267,319.468
1398,1985,,,1724.878,16350.017,341.155
1399,1986,,,1816.745,17024.998,350.168
1400,1987,,,1972.577,17983.324,349.22
1401,1988,,,2125.056,19294.789,385.932
1402,1989,,,2289.012,20343.887,414.482
1403,1990,,,2469.207,21162.268,421.822
