year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
2000,19542986.0,11283792896.0,0.47,5.914,0.31
2001,19688634.0,11021273088.0,0.59,4.664,0.5
2002,21000258.0,18804871168.0,0.69,4.428,0.56
2003,22645136.0,21074343936.0,0.94,5.208,0.63
2004,23553554.0,22332571648.0,0.89,4.81,0.56
2005,24411196.0,25397688320.0,0.93,6.153,0.59
2006,25442946.0,28704401408.0,0.84,7.745,0.64
2007,25903306.0,34507530240.0,0.95,9.177,0.75
2008,26427204.0,36561043456.0,0.73,16.063,0.54
2009,27385310.0,44358721536.0,0.94,26.702,0.78
2010,28189672.0,47399424000.0,0.94,33.345,0.75
2011,29249156.0,53326336000.0,0.78,42.005,0.6
2012,30466484.0,59166900224.0,0.88,40.341,0.74
2013,31541216.0,62993698816.0,1.11,33.459,0.89
2014,32716214.0,64346107904.0,1.16,28.417,1.0
2015,33753500.0,62783393792.0,1.18,32.744,1.03
2016,34636212.0,64297426944.0,1.21,29.884,1.06
2017,35643420.0,68752801792.0,1.27,29.56,1.09
2018,36686788.0,67594969088.0,1.17,33.908,0.97
1990,3295073.0,12947849216.0,3.3,33.658,2.85
1991,3302087.0,9375844352.0,3.82,28.23,3.52
1992,3303738.0,8745680896.0,3.4,24.674,3.23
1993,3300715.0,9636359168.0,3.53,21.638,3.31
1994,3294001.0,10596127744.0,3.94,20.567,3.77
1995,3284370.0,11600734208.0,4.47,22.728,4.2
1996,3271336.0,12727380992.0,5.99,25.011,5.73
1997,3253721.0,11396507648.0,5.23,22.844,5.03
1998,3232185.0,12466707456.0,5.11,24.572,4.92
1999,3208265.0,14151858176.0,5.42,22.114,5.28
2000,3182027.0,15214264320.0,4.69,28.732,4.55
2001,3153615.0,16563844096.0,3.65,27.233,3.52
2002,3123554.0,17408065536.0,3.64,29.497,3.48
2003,3092993.0,18465497088.0,5.22,33.27,5.12
2004,3062629.0,19587880960.0,5.54,35.487,5.41
2005,3032636.0,20781076480.0,5.39,35.014,5.32
2006,3003391.0,22124285952.0,5.04,32.967,4.95
2007,2976089.0,23574646784.0,2.83,28.377,2.76
2008,2951690.0,25476937728.0,3.83,30.991,3.76
2009,2930553.0,26471389184.0,5.2,33.773,5.2
2010,2913402.0,27598268416.0,7.49,36.061,7.49
2011,2900660.0,28452651008.0,4.15,31.486,4.09
2012,2892191.0,28855377920.0,4.68,30.81,4.68
2013,2887019.0,29142642688.0,6.89,38.665,6.89
2014,2884100.0,29675640832.0,4.68,34.06,4.68
2015,2882482.0,30444531712.0,5.84,34.083,5.84
2016,2881064.0,31481821184.0,7.7,39.827,7.7
2017,2879361.0,32678760448.0,4.48,36.863,4.48
2018,2877019.0,34009112576.0,8.47,42.032,8.47
1990,25518074.0,117843181568.0,16.104,314.974,0.135
1991,26133906.0,121105154048.0,17.345,312.095,0.293
1992,26748302.0,127982673920.0,18.286,320.227,0.199
1993,27354326.0,130275762176.0,19.414,297.995,0.353
1994,27937006.0,134279872512.0,19.883,301.921,0.166
1995,28478024.0,145054695424.0,19.715,313.145,0.193
1996,28984640.0,156579102720.0,20.654,309.925,0.135
1997,29476030.0,164644454400.0,21.497,297.86,0.075
1998,29924664.0,179962871808.0,23.262,308.349,0.215
1999,30346086.0,193179811840.0,24.757,311.434,0.203
2000,30774624.0,208554147840.0,23.89,299.946,0.05
2001,31200984.0,223420301312.0,25.03,310.813,0.07
2002,31624700.0,245360885760.0,25.99,321.951,0.06
2003,32055882.0,273568645120.0,27.81,336.922,0.26
2004,32510184.0,296773615616.0,29.39,349.778,0.25
2005,32956690.0,326854475776.0,31.91,366.272,0.55
2006,33435082.0,345705349120.0,33.13,379.22,0.22
2007,33983836.0,371665207296.0,34.98,399.64,0.22
2008,34569592.0,395658559488.0,37.83,423.557,0.28
2009,35196040.0,418247671808.0,36.2,448.859,0.3
2010,35856348.0,450705883136.0,43.0,438.995,0.17
2011,36543548.0,482034778112.0,48.17,464.488,0.5
2012,37260568.0,497923358720.0,53.99,507.672,0.62
2013,38000628.0,511887736832.0,56.32,536.977,0.33
2014,38760168.0,531308085248.0,60.4,585.613,0.25
2015,39543148.0,551519125504.0,64.68,617.518,0.22
2016,40339328.0,574696128512.0,66.76,616.996,0.34
2017,41136548.0,582167232512.0,71.5,623.795,0.64
2018,41927008.0,590317551616.0,72.11,669.62,0.78
2000,16394067.0,23512020992.0,1.4,32.448,0.9
2001,16941584.0,26014777344.0,1.59,35.234,1.01
2002,17516140.0,31389599744.0,1.71,37.546,1.13
2003,18124346.0,35081187328.0,1.94,41.666,1.23
2004,18771128.0,41307009024.0,2.18,46.077,1.73
2005,19450962.0,51967275008.0,2.73,39.23,2.2
2006,20162338.0,66748907520.0,3.24,49.463,2.64
2007,20909692.0,87085293568.0,3.15,56.855,2.47
2008,21691524.0,105591652352.0,4.06,66.637,3.1
2009,22507674.0,115245899776.0,4.6,75.825,3.06
2010,23364196.0,126981791744.0,5.32,83.179,3.68
2011,24259120.0,140474318848.0,5.53,87.199,3.98
2012,25188298.0,149070692352.0,6.03,91.069,3.74
2013,26147012.0,160861175808.0,7.97,101.919,4.73
2014,27128340.0,170193272832.0,9.22,112.177,5.24
2015,28127724.0,176848732160.0,9.31,116.999,5.28
2016,29154742.0,178333876224.0,10.21,106.752,6.01
2017,30208634.0,178066374656.0,10.68,101.83,7.69
2018,31273538.0,175929573376.0,12.83,105.279,9.9
1990,32637658.0,338751160320.0,51.005,513.022,17.846
1991,33105766.0,376057921536.0,53.854,521.347,16.0
1992,33568280.0,416679788544.0,56.107,559.309,19.295
1993,34027240.0,444780216320.0,61.869,577.843,23.864
1994,34488696.0,472926748672.0,65.622,608.761,27.386
1995,34946116.0,461601013760.0,67.169,628.236,26.623
1996,35389360.0,489406464000.0,69.76,657.128,22.704
1997,35815968.0,531526418432.0,72.462,664.755,28.118
1998,36233196.0,554567008256.0,74.17,688.425,26.715
1999,36653032.0,538270564352.0,80.745,696.066,21.694
2000,37070772.0,536481038336.0,85.25,698.777,28.89
2001,37480492.0,515221291008.0,86.51,682.524,37.04
2002,37885024.0,461203406848.0,81.15,654.474,36.06
2003,38278164.0,504301027328.0,88.15,701.506,34.38
2004,38668796.0,552377778176.0,95.7,744.817,31.03
2005,39070504.0,604065431552.0,100.86,790.507,34.6
2006,39476856.0,655699017728.0,111.41,830.543,38.67
2007,39876116.0,718084636672.0,110.87,865.645,31.18
2008,40273768.0,750663630848.0,114.76,877.178,31.28
2009,40684344.0,709525635072.0,116.3,852.511,34.69
2010,41100124.0,784986275840.0,119.63,883.969,34.34
2011,41520736.0,835970465792.0,122.75,909.091,32.39
2012,41952364.0,827404779520.0,128.68,943.706,30.89
2013,42388268.0,847305113600.0,132.3,981.398,34.95
2014,42824064.0,825981468672.0,131.8,979.858,34.36
2015,43257064.0,847854960640.0,137.79,996.94,33.93
2016,43668236.0,828372942848.0,139.63,992.424,31.05
2017,44054616.0,850482233344.0,138.57,991.397,33.46
2018,44413592.0,829373284352.0,139.78,984.346,34.8
2000,3168525.0,15244832768.0,5.62,29.374,1.25
2001,3133138.0,16184125440.0,5.57,28.887,0.96
2002,3105040.0,18018121728.0,5.21,27.671,1.64
2003,3084107.0,19928737792.0,5.21,30.428,1.96
2004,3065748.0,21350940672.0,5.9,31.559,1.98
2005,3047254.0,23626534912.0,5.97,36.559,1.75
2006,3026490.0,25937829888.0,5.62,36.503,1.81
2007,3004398.0,28610387968.0,5.58,40.962,1.83
2008,2983425.0,29672505344.0,5.47,39.531,1.78
2009,2964300.0,24704751616.0,5.37,35.321,2.0
2010,2946296.0,24485627904.0,6.18,39.338,2.54
2011,2928984.0,24860479488.0,7.07,41.415,2.46
2012,2914428.0,26635751424.0,7.61,43.885,2.3
2013,2901386.0,27513477120.0,7.3,43.054,2.15
2014,2889937.0,28507138048.0,7.33,43.884,1.97
2015,2878598.0,29365307392.0,7.38,40.66,2.18
2016,2865841.0,29426933760.0,6.95,40.95,2.33
2017,2851929.0,31639250944.0,7.36,43.641,2.25
2018,2836563.0,33296515072.0,7.38,42.928,2.31
1990,17048002.0,464136601600.0,155.654,1033.059,15.519
1991,17271092.0,461003816960.0,157.964,1025.306,16.378
1992,17462500.0,477843226624.0,161.4,1042.188,16.624
1993,17631514.0,500840595456.0,165.383,1064.078,17.074
1994,17805506.0,527346171904.0,170.143,1105.466,16.869
1995,18003002.0,549172871168.0,175.225,1154.299,16.485
1996,18211850.0,574551425024.0,180.127,1188.137,16.948
1997,18410254.0,600621056000.0,188.98,1217.288,16.988
1998,18601666.0,634305052672.0,199.471,1246.331,16.933
1999,18800892.0,664206835712.0,206.9,1297.347,17.499
2000,19017968.0,691886620672.0,216.83,1305.259,17.54
2001,19248146.0,713625763840.0,224.26,1315.385,17.26
2002,19475842.0,746683498496.0,223.49,1341.745,17.95
2003,19699004.0,773868617728.0,225.95,1360.862,18.66
2004,19925060.0,809419735040.0,229.23,1404.444,19.38
2005,20171732.0,840554577920.0,230.74,1410.35,20.72
2006,20467032.0,868838998016.0,237.99,1470.838,21.14
2007,20830832.0,913875861504.0,243.19,1506.167,20.29
2008,21247876.0,942108901376.0,245.38,1531.745,19.12
2009,21660898.0,964937515008.0,249.9,1509.545,20.16
2010,22019166.0,994067742720.0,250.97,1508.839,22.16
2011,22357032.0,1026035417088.0,256.28,1558.602,30.61
2012,22729272.0,1064162361344.0,250.66,1536.113,30.27
2013,23111788.0,1087110184960.0,249.56,1555.586,35.53
2014,23469578.0,1117472423936.0,247.65,1566.458,32.76
2015,23820240.0,1145386827776.0,253.99,1601.552,35.8
2016,24195706.0,1176481300480.0,258.23,1606.766,41.74
2017,24590336.0,1205343092736.0,258.97,1601.97,39.19
2018,24979228.0,1238559621120.0,262.63,1625.465,49.49
1990,7678732.0,207979118592.0,49.3,335.167,32.64
1991,7755640.0,215992565760.0,50.18,351.513,32.65
1992,7840816.0,221400842240.0,49.95,345.971,36.16
1993,7905280.0,223463030784.0,51.37,352.125,38.05
1994,7935366.0,229749260288.0,52.11,349.969,36.9
1995,7947293.0,236824444928.0,55.18,367.031,38.91
1996,7958043.0,243480772608.0,53.57,367.504,35.79
1997,7967086.0,249847267328.0,55.68,375.268,37.82
1998,7975856.0,259776266240.0,55.92,381.282,39.03
1999,7991382.0,270186299392.0,59.92,390.049,42.35
2000,8010425.0,280410161152.0,59.85,391.416,43.44
2001,8039633.0,285335945216.0,61.06,405.367,42.24
2002,8078994.0,291225468928.0,60.69,406.007,41.9
2003,8120105.0,294604374016.0,58.06,410.254,35.24
2004,8171215.0,303786426368.0,61.93,417.87,39.62
2005,8227034.0,311537598464.0,64.49,425.459,40.88
2006,8267771.0,323263922176.0,62.28,421.009,40.66
2007,8294720.0,336315973632.0,62.91,411.992,43.17
2008,8321134.0,342890905600.0,64.5,420.009,44.53
2009,8342939.0,331192238080.0,66.3,406.845,47.18
2010,8362829.0,338927091712.0,67.91,420.157,44.99
2011,8391201.0,349843128320.0,62.26,396.069,40.91
2012,8429641.0,352450904064.0,68.7,414.524,51.33
2013,8479542.0,352913752064.0,64.59,411.203,50.5
2014,8546066.0,355364634624.0,61.62,394.798,50.2
2015,8642422.0,358988120064.0,61.85,394.844,47.59
2016,8736491.0,364218286080.0,65.25,407.984,51.08
2017,8797497.0,373237972992.0,67.42,417.204,51.05
2018,8840518.0,382269456384.0,65.04,408.313,50.06
1990,7427840.0,53235601408.0,23.152,260.551,1.658
1991,7538266.0,53426622464.0,23.449,250.351,1.759
1992,7643343.0,41795272704.0,19.763,214.394,1.747
1993,7740112.0,32486443008.0,19.051,185.98,2.426
1994,7821889.0,26372110336.0,17.571,170.865,1.83
1995,7889335.0,23188279296.0,17.044,160.648,1.556
1996,7949107.0,24026394624.0,17.085,131.741,1.537
1997,8000068.0,26436927488.0,16.836,126.155,1.712
1998,8041100.0,28328464384.0,17.995,126.645,1.951
1999,8101447.0,31898568704.0,18.176,126.353,1.506
2000,8190341.0,34255695872.0,17.66,132.055,1.52
2001,8282030.0,36862193664.0,17.9,127.227,1.29
2002,8372128.0,40295239680.0,18.47,125.609,2.0
2003,8462335.0,44994662400.0,20.13,136.035,2.44
2004,8556168.0,50107478016.0,20.49,153.898,2.73
2005,8656243.0,64019197952.0,20.1,166.837,2.98
2006,8763353.0,87026458624.0,22.32,164.092,2.49
2007,8878408.0,109944250368.0,20.65,151.071,2.34
2008,8999697.0,123129995264.0,20.46,152.393,2.21
2009,9119630.0,136020254720.0,17.86,130.857,2.29
2010,9237203.0,144296296448.0,17.76,128.941,3.41
2011,9359018.0,145979441152.0,19.21,146.597,2.65
2012,9485577.0,149144109056.0,21.69,151.168,1.8
2013,9614478.0,157789339648.0,22.03,154.652,1.47
2014,9741879.0,162216067072.0,23.32,157.287,1.29
2015,9863485.0,163997089792.0,23.29,172.005,1.62
2016,9976254.0,157812359168.0,23.58,170.489,2.0
2017,10071569.0,158055383040.0,22.97,167.315,1.79
2018,10152524.0,160426229760.0,23.82,171.55,1.87
2000,711446.0,11416501248.0,13.02,111.877,0.0
2001,730263.0,12778555392.0,13.73,115.79,0.0
2002,748332.0,14457704448.0,14.34,123.547,0.0
2003,778260.0,16810481664.0,14.75,129.081,0.0
2004,833454.0,19587602432.0,15.17,133.713,0.0
2005,901928.0,22640009216.0,18.2,150.004,0.0
2006,970986.0,25959809024.0,19.78,160.051,0.0
2007,1040545.0,30196430848.0,20.42,164.328,0.0
2008,1110352.0,34434658304.0,21.45,172.081,0.0
2009,1179460.0,37946552320.0,21.21,170.371,0.0
2010,1213655.0,42648158208.0,22.39,172.235,0.0
2011,1212086.0,46914961408.0,22.88,170.415,0.0
2012,1224948.0,48471822336.0,23.29,183.07,0.0
2013,1261683.0,51083276288.0,24.36,203.592,0.0
2014,1311142.0,53661769728.0,25.63,201.824,0.01
2015,1362157.0,56045613056.0,26.78,203.605,0.01
2016,1409668.0,59105439744.0,26.81,203.153,0.01
2017,1456844.0,61359722496.0,27.48,209.008,0.01
2018,1487346.0,62559305728.0,27.78,211.637,0.01
1985,95959104.0,91717607424.0,4.528,48.274,0.739
1986,98271752.0,95757516800.0,4.8,52.537,0.45
1987,100490256.0,99663036416.0,5.587,57.985,0.517
1988,102688832.0,102457450496.0,6.541,64.576,0.675
1989,104893672.0,105141755904.0,7.115,69.614,0.92
1990,107147656.0,112105267200.0,7.732,73.856,0.884
1991,109242832.0,117331550208.0,8.27,71.255,0.838
1992,111272104.0,123425128448.0,8.894,77.711,0.796
1993,113418760.0,129907343360.0,9.206,85.436,0.608
1994,115614904.0,137432670208.0,9.784,90.69,0.847
1995,117793336.0,145833066496.0,10.806,107.109,0.372
1996,119876872.0,155028881408.0,11.474,112.202,0.739
1997,122039232.0,165329633280.0,11.858,117.891,0.719
1998,124350472.0,175900622848.0,12.882,125.559,0.865
1999,126754824.0,187796340736.0,14.45,126.985,0.833
2000,129193336.0,200830320640.0,14.88,136.121,0.94
2001,131670488.0,213178122240.0,16.39,155.585,0.98
2002,134139824.0,226307964928.0,17.59,156.023,1.05
2003,136503216.0,242360090624.0,18.59,164.916,1.12
2004,138789728.0,260420370432.0,23.26,175.079,1.21
2005,140912592.0,280327127040.0,25.43,189.647,1.28
2006,142628832.0,303335342080.0,29.26,205.209,1.39
2007,144135936.0,327171244032.0,29.2,210.167,0.76
2008,145421328.0,349580427264.0,32.33,222.289,0.96
2009,146706816.0,372835123200.0,35.07,243.676,0.47
2010,148391136.0,400257024000.0,38.49,250.177,0.83
2011,150211008.0,431620194304.0,41.66,271.34,0.98
2012,152090656.0,458682957824.0,45.83,294.774,0.91
2013,154030144.0,486328205312.0,50.03,306.7,1.07
2014,155961312.0,517114527744.0,52.58,318.27,0.78
2015,157830000.0,552394686464.0,55.59,385.227,0.8
2016,159784576.0,591216050176.0,64.84,385.996,1.24
2017,161793968.0,636054798336.0,68.9,403.533,1.29
2018,163683952.0,686521778176.0,73.96,430.493,1.37
2000,264663.0,3452406272.0,0.76,6.965,0.0
2001,265384.0,3330849792.0,0.8,6.97,0.0
2002,266467.0,3319030528.0,0.83,7.016,0.0
2003,267509.0,3362359808.0,0.87,7.091,0.0
2004,268514.0,3369967104.0,0.9,7.144,0.0
2005,269489.0,3466246144.0,0.95,7.199,0.0
2006,270436.0,3622055424.0,0.98,7.216,0.0
2007,271460.0,3642717696.0,1.0,6.884,0.0
2008,272647.0,3618468352.0,1.01,8.118,0.0
2009,273801.0,3446882304.0,1.02,7.651,0.0
2010,274717.0,3418936064.0,0.97,7.373,0.0
2011,275501.0,3406690048.0,0.99,7.738,0.0
2012,276207.0,3415680000.0,1.06,7.273,0.0
2013,276873.0,3412801024.0,0.95,7.386,0.0
2014,277501.0,3416199936.0,0.97,6.423,0.01
2015,278095.0,3448058880.0,0.98,6.833,0.01
2016,278660.0,3492872960.0,1.0,6.971,0.02
2017,279199.0,3525892864.0,1.01,6.609,0.03
2018,279702.0,3516161024.0,1.0,7.019,0.03
1990,10428527.0,116974870528.0,39.526,465.972,0.02
1991,10457619.0,114005491712.0,38.735,464.906,0.018
1992,10475912.0,101880774656.0,37.595,403.156,0.017
1993,10480485.0,93050200064.0,33.369,337.112,0.019
1994,10475397.0,81212694528.0,31.397,281.814,0.019
1995,10461694.0,71373348864.0,24.918,250.706,0.02
1996,10436455.0,72504139776.0,23.728,257.138,0.016
1997,10400926.0,79868108800.0,26.057,260.101,0.021
1998,10357472.0,85602467840.0,23.492,254.351,0.028
1999,10308281.0,87455039488.0,26.516,247.417,0.019
2000,10256489.0,91419115520.0,24.54,255.06,0.03
2001,10201212.0,94624129024.0,23.56,247.96,0.03
2002,10135391.0,98263244800.0,24.86,256.526,0.03
2003,10065881.0,103937826816.0,25.03,254.586,0.03
2004,9999713.0,114486460416.0,29.33,285.081,0.03
2005,9935166.0,123858051072.0,29.1,284.15,0.04
2006,9874700.0,134674022400.0,29.84,302.147,0.04
2007,9825990.0,144615653376.0,29.87,294.774,0.05
2008,9787829.0,157577084928.0,32.91,298.66,0.07
2009,9757710.0,156010315776.0,28.48,282.563,0.1
2010,9731426.0,166239846400.0,32.8,306.248,0.13
2011,9706983.0,173124534272.0,30.25,300.733,0.13
2012,9693754.0,176014524416.0,28.94,325.298,0.17
2013,9691143.0,177742299136.0,29.6,294.823,0.26
2014,9693741.0,180852932608.0,32.62,294.944,0.24
2015,9700609.0,173928284160.0,32.02,267.03,0.28
2016,9708111.0,168715976704.0,31.55,272.842,0.39
2017,9707874.0,172987875328.0,32.46,277.869,0.74
2018,9695573.0,178435260416.0,36.66,307.253,0.76
1990,9959565.0,273278730240.0,70.29,621.353,0.56
1991,9987072.0,278661955584.0,71.19,642.88,0.54
1992,10016455.0,283324055552.0,71.42,641.509,0.62
1993,10043738.0,280980160512.0,70.08,631.183,0.51
1994,10069182.0,290439823360.0,71.34,663.908,0.61
1995,10095204.0,297776709632.0,73.52,672.12,0.67
1996,10123230.0,302932623360.0,75.14,713.881,0.56
1997,10154876.0,314603208704.0,77.88,721.262,0.6
1998,10188541.0,321260519424.0,82.09,735.386,0.76
1999,10224223.0,333156122624.0,83.37,730.141,0.85
2000,10264351.0,345736773632.0,82.79,743.348,1.05
2001,10309249.0,349022420992.0,78.63,736.859,1.08
2002,10355569.0,355720200192.0,80.94,733.474,1.14
2003,10402550.0,358964166656.0,83.57,761.691,1.2
2004,10456164.0,372527267840.0,82.92,764.62,1.5
2005,10516979.0,380849782784.0,84.1,756.118,2.11
2006,10582970.0,390897631232.0,83.07,758.241,2.96
2007,10653698.0,404735590400.0,86.56,763.469,3.49
2008,10726720.0,408314871808.0,82.81,775.734,4.42
2009,10801357.0,399533047808.0,89.66,715.849,5.44
2010,10877948.0,412203548672.0,92.87,764.721,6.54
2011,10955742.0,420970561536.0,89.05,713.592,8.31
2012,11031140.0,421100945408.0,81.42,684.924,10.51
2013,11103260.0,421204131840.0,81.73,701.93,11.72
2014,11176727.0,428582862848.0,70.94,650.872,12.21
2015,11248306.0,434918719488.0,68.12,657.443,14.45
2016,11316837.0,439359012864.0,83.96,709.499,14.25
2017,11384491.0,447723831296.0,84.93,716.052,15.8
2018,11448598.0,454384320512.0,73.52,714.219,17.17
2000,6998022.0,12746225664.0,0.08,6.865,0.0
2001,7212043.0,13306903552.0,0.06,7.813,0.0
2002,7431787.0,13793054720.0,0.06,8.952,0.0
2003,7659211.0,14127733760.0,0.07,10.394,0.0
2004,7894558.0,14599812096.0,0.08,10.959,0.0
2005,8149420.0,14703565824.0,0.1,10.288,0.0
2006,8402635.0,15130030080.0,0.14,14.049,0.0
2007,8647761.0,15874980864.0,0.2,16.59,0.0
2008,8906472.0,16519715840.0,0.21,16.966,0.0
2009,9172514.0,16780075008.0,0.12,18.842,0.0
2010,9445716.0,17023196160.0,0.11,21.61,0.0
2011,9726385.0,17416239104.0,0.09,20.145,0.0
2012,10014087.0,18305935360.0,0.05,19.12,0.0
2013,10308730.0,19651418112.0,0.09,19.481,0.0
2014,10614845.0,21043177472.0,0.22,20.596,0.0
2015,10932791.0,22279708672.0,0.3,22.778,0.0
2016,11260091.0,23337750528.0,0.25,27.779,0.0
2017,11596786.0,24870051840.0,0.31,29.458,0.0
2018,11940688.0,26682034176.0,0.19,32.679,0.0
2000,8592656.0,34202658816.0,3.78,43.588,1.97
2001,8746087.0,34862903296.0,3.85,37.301,2.12
2002,8900591.0,35825102848.0,4.04,40.686,2.19
2003,9057386.0,36884889600.0,4.17,54.696,1.98
2004,9216282.0,38524473344.0,4.36,56.726,2.17
2005,9377395.0,40332390400.0,4.69,55.573,1.98
2006,9542663.0,42381266944.0,5.08,61.17,2.18
2007,9711155.0,44428664832.0,5.52,65.725,2.36
2008,9880593.0,47276900352.0,5.6,67.461,2.36
2009,10051322.0,48987066368.0,5.9,66.488,2.36
2010,10223277.0,51147223040.0,6.44,67.463,2.25
2011,10396249.0,53942697984.0,6.87,69.828,2.43
2012,10569697.0,56708206592.0,7.33,82.855,2.44
2013,10743352.0,60559036416.0,7.64,83.945,2.63
2014,10916991.0,63863336960.0,8.16,84.832,2.39
2015,11090090.0,66965467136.0,8.62,88.928,2.63
2016,11263016.0,69712117760.0,8.85,92.096,1.91
2017,11435535.0,72636538880.0,9.16,90.779,2.39
2018,11606906.0,75704713216.0,9.43,93.881,2.94
2000,4179355.0,27629668352.0,10.43,64.674,5.09
2001,4194941.0,27937523712.0,10.63,64.34,5.18
2002,4198410.0,28997447680.0,10.79,64.667,5.27
2003,4183758.0,29749018624.0,11.27,56.421,4.5
2004,4142858.0,31229566976.0,12.73,58.27,5.98
2005,4094297.0,32159545344.0,12.6,53.846,6.0
2006,4058086.0,33580218368.0,13.29,55.036,5.84
2007,4007877.0,35158286336.0,11.78,52.572,3.99
2008,3943390.0,36676653056.0,14.67,59.439,4.87
2009,3877755.0,35937406976.0,15.48,71.468,6.24
2010,3811093.0,35774980096.0,16.93,76.505,8.03
2011,3743143.0,35666186240.0,15.07,74.126,4.39
2012,3674376.0,35288068096.0,13.81,72.109,4.15
2013,3617564.0,36129705984.0,17.25,73.227,7.24
2014,3571070.0,36520341504.0,17.03,70.906,5.94
2015,3524328.0,37642616832.0,16.43,71.015,5.55
2016,3480985.0,38586310656.0,17.71,72.588,5.61
2017,3440025.0,39806906368.0,16.24,72.034,3.82
2018,3400132.0,41286324224.0,19.07,73.247,6.55
2000,1726992.0,13390984192.0,0.89,14.349,0.0
2001,1761940.0,13725142016.0,0.95,15.084,0.0
2002,1795137.0,14885487616.0,0.84,15.829,0.0
2003,1826866.0,15922276352.0,0.68,16.18,0.0
2004,1859087.0,16721032192.0,0.74,15.935,0.0
2005,1892819.0,17874606080.0,0.81,16.937,0.0
2006,1928714.0,19803983872.0,0.75,18.093,0.0
2007,1966980.0,21924130816.0,0.58,18.578,0.0
2008,2007322.0,23814438912.0,0.55,19.326,0.0
2009,2048997.0,22485499904.0,0.41,18.072,0.0
2010,2091666.0,24958828544.0,0.5,18.618,0.0
2011,2134043.0,27061133312.0,0.45,19.529,0.0
2012,2175429.0,28266780672.0,0.33,19.301,0.0
2013,2217285.0,31054362624.0,0.86,19.16,0.0
2014,2260383.0,32048893952.0,2.17,19.244,0.0
2015,2305177.0,31968200704.0,2.79,23.448,0.0
2016,2352419.0,33339518976.0,2.52,25.793,0.0
2017,2401848.0,34307698688.0,2.84,23.73,0.0
2018,2451411.0,35844341760.0,2.97,23.527,0.01
1990,150706448.0,1185475198976.0,222.82,1565.992,210.567
1991,153336448.0,1212665823232.0,234.376,1616.594,221.782
