year,country,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,non_renewables_consumption,total_consumption,continents
1992,Oman,OMN,0.0,0.0,0.0,27.125,0.0,0.0,33.162,0.0,0.0,0.0,0.0,60.287,60.287,Asia
1993,Oman,OMN,0.0,0.0,0.0,26.032,0.0,0.0,32.122,0.0,0.0,0.0,0.0,58.154,58.154,Asia
1994,Oman,OMN,0.0,0.0,54.481,27.257,0.0,0.0,27.224,0.0,0.0,0.0,0.0,108.962,108.962,Asia
1995,Oman,OMN,0.0,0.0,63.823,33.344,0.0,0.0,30.478,0.0,0.0,0.0,0.0,127.645,127.645,Asia
1996,Oman,OMN,0.0,0.0,65.475,36.432,0.0,0.0,29.043,0.0,0.0,0.0,0.0,130.95,130.95,Asia
1997,Oman,OMN,0.0,0.0,67.466,42.119,0.0,0.0,25.347,0.0,0.0,0.0,0.0,134.932,134.932,Asia
1998,Oman,OMN,0.0,0.001,69.18,43.919,0.0,0.0,25.26,0.0,0.0,0.0,0.0,138.36,138.36,Asia
1999,Oman,OMN,0.0,0.0,78.621,47.032,0.0,0.0,31.589,0.0,0.0,0.0,0.0,157.242,157.242,Asia
2000,Oman,OMN,0.0,0.003,110.924,76.752,0.0,0.0,34.169,0.0,0.0,0.0,0.0,221.848,221.848,Asia
2001,Oman,OMN,0.0,0.002,123.159,84.276,0.0,0.0,38.882,0.0,0.0,0.0,0.0,246.319,246.319,Asia
2002,Oman,OMN,0.0,0.004,132.999,88.282,0.0,0.0,44.713,0.0,0.0,0.0,0.0,265.998,265.998,Asia
2003,Oman,OMN,0.0,0.0,137.961,95.246,0.0,0.0,42.715,0.0,0.0,0.0,0.0,275.922,275.922,Asia
2004,Oman,OMN,0.0,0.009,128.175,86.435,0.0,0.0,41.731,0.0,0.0,0.0,0.0,256.35,256.35,Asia
2005,Oman,OMN,0.0,0.004,155.011,107.783,0.0,0.0,47.224,0.0,0.0,0.0,0.0,310.022,310.022,Asia
2006,Oman,OMN,0.0,0.036,170.272,120.358,0.0,0.0,49.878,0.0,0.0,0.0,0.0,340.544,340.544,Asia
2007,Oman,OMN,0.0,0.008,172.564,121.625,0.0,0.0,50.931,0.0,0.0,0.0,0.0,345.128,345.128,Asia
2008,Oman,OMN,0.0,0.014,200.784,133.804,0.0,0.0,66.966,0.0,0.0,0.0,0.0,401.568,401.568,Asia
2009,Oman,OMN,0.0,0.016,199.198,135.474,0.0,0.0,63.707,0.0,0.0,0.0,0.0,398.395,398.395,Asia
2010,Oman,OMN,0.0,0.345,236.931,163.808,0.0,0.0,72.778,0.0,0.0,0.0,0.0,473.862,473.862,Asia
2011,Oman,OMN,0.0,0.118,259.683,180.824,0.0,0.0,78.741,0.0,0.0,0.0,0.0,519.366,519.366,Asia
2012,Oman,OMN,0.0,0.359,283.303,197.156,0.0,0.0,85.788,0.0,0.0,0.0,0.0,566.606,566.606,Asia
2013,Oman,OMN,0.0,0.522,317.482,217.275,0.0,0.0,99.684,0.0,0.0,0.003,0.0,634.963,634.963,Asia
2014,Oman,OMN,0.0,0.416,315.794,213.143,0.0,0.0,102.236,0.0,0.0,0.003,0.0,631.589,631.589,Asia
2015,Oman,OMN,0.0,0.572,336.775,230.462,0.0,0.0,105.74,0.0,0.0,0.01,0.0,673.549,673.549,Asia
2016,Oman,OMN,0.0,0.641,337.727,228.578,0.0,0.0,108.508,0.0,0.0,0.011,0.0,675.454,675.454,Asia
2017,Oman,OMN,0.0,0.883,353.336,233.509,0.0,0.0,118.944,0.0,0.0,0.041,0.0,706.672,706.672,Asia
2018,Oman,OMN,0.0,0.866,375.701,249.965,0.0,0.0,124.87,0.0,0.0,0.042,0.0,751.402,751.402,Asia
2019,Oman,OMN,0.0,0.975,373.084,249.965,0.0,0.0,122.143,0.0,0.0,0.044,0.023,746.167,746.167,Asia
2020,Oman,OMN,0.0,1.122,358.274,259.157,0.0,0.0,97.995,0.0,0.0,0.555,0.274,716.548,716.548,Asia
2021,Oman,OMN,0.0,0.978,391.505,279.669,0.0,0.0,110.858,0.0,0.0,2.191,0.311,783.01,783.01,Asia
2022,Oman,OMN,0.0,0.978,411.181,285.143,0.0,0.0,125.06,0.0,0.0,3.815,0.31,822.362,822.362,Asia
1965,Pakistan,PAK,0.0,16.038,75.73,14.771,6.495,0.0,44.921,0.0,6.495,0.0,0.0,151.46,157.955,Asia
1966,Pakistan,PAK,0.0,13.537,76.346,16.692,6.495,0.0,46.117,0.0,6.495,0.0,0.0,152.692,159.187,Asia
1967,Pakistan,PAK,0.0,13.002,84.022,19.472,7.697,0.0,51.548,0.0,7.697,0.0,0.0,168.044,175.741,Asia
1968,Pakistan,PAK,0.0,14.317,94.879,21.852,9.252,0.0,58.71,0.0,9.252,0.0,0.0,189.758,199.01,Asia
1969,Pakistan,PAK,0.0,12.886,94.87,26.92,9.762,0.0,55.063,0.0,9.762,0.0,0.0,189.739,199.501,Asia
1970,Pakistan,PAK,0.0,10.734,94.314,29.104,8.638,0.0,54.475,0.0,8.638,0.0,0.0,188.627,197.265,Asia
1971,Pakistan,PAK,0.0,7.233,84.82,26.361,11.278,0.138,51.227,0.0,11.278,0.0,0.0,169.779,181.057,Asia
1972,Pakistan,PAK,0.0,6.815,77.085,27.989,11.866,0.577,42.28,0.0,11.866,0.0,0.0,154.746,166.612,Asia
1973,Pakistan,PAK,0.0,6.769,82.058,31.955,12.519,1.078,43.334,0.0,12.519,0.0,0.0,165.194,177.713,Asia
1974,Pakistan,PAK,0.0,6.199,89.535,36.648,12.585,1.505,46.688,0.0,12.585,0.0,0.0,180.575,193.16,Asia
1975,Pakistan,PAK,0.0,6.013,92.569,38.076,14.479,1.731,48.481,0.0,14.479,0.0,0.0,186.87,201.349,Asia
1976,Pakistan,PAK,0.0,5.955,93.278,38.827,15.721,1.467,48.496,0.0,15.721,0.0,0.0,188.023,203.744,Asia
1977,Pakistan,PAK,0.0,6.478,99.949,42.418,18.674,0.928,51.053,0.0,18.674,0.0,0.0,200.826,219.5,Asia
1978,Pakistan,PAK,0.0,6.897,104.349,43.587,23.183,0.477,53.866,0.0,23.183,0.0,0.0,209.176,232.359,Asia
1979,Pakistan,PAK,0.0,7.687,114.329,49.098,25.065,0.15,57.544,0.0,25.065,0.0,0.0,228.808,253.873,Asia
1980,Pakistan,PAK,0.0,8.188,128.243,59.953,26.28,0.226,60.102,0.0,26.28,0.0,0.0,256.712,282.992,Asia
1981,Pakistan,PAK,0.0,9.292,138.46,65.381,27.443,0.477,63.787,0.0,27.443,0.0,0.0,277.397,304.84,Asia
1982,Pakistan,PAK,0.0,10.537,152.034,71.309,30.88,0.577,70.188,0.0,30.88,0.0,0.0,304.645,335.525,Asia
1983,Pakistan,PAK,0.0,11.956,159.608,70.307,35.767,0.777,77.345,0.0,35.767,0.0,0.0,319.993,355.76,Asia
1984,Pakistan,PAK,0.0,13.561,169.575,72.144,37.074,0.941,83.871,0.0,37.074,0.0,0.0,340.092,377.166,Asia
1985,Pakistan,PAK,0.0,15.386,178.549,73.647,38.512,1.104,89.515,0.0,38.512,0.0,0.0,358.201,396.713,Asia
1986,Pakistan,PAK,0.0,17.457,192.922,78.991,36.826,1.492,96.474,0.0,36.826,0.0,0.0,387.336,424.162,Asia
1987,Pakistan,PAK,0.0,19.818,210.104,84.585,48.417,0.865,105.701,0.0,48.417,0.0,0.0,421.073,469.49,Asia
1988,Pakistan,PAK,0.0,20.725,224.253,89.679,50.757,0.552,113.849,0.0,50.757,0.0,0.0,449.058,499.815,Asia
1989,Pakistan,PAK,0.0,22.702,240.326,95.607,51.58,0.339,122.017,0.0,51.58,0.0,0.0,480.991,532.571,Asia
1990,Pakistan,PAK,0.0,24.062,253.785,102.12,50.521,1.191,127.602,0.0,50.521,0.0,0.0,508.76,559.281,Asia
1991,Pakistan,PAK,0.0,23.818,268.447,110.303,54.063,1.191,134.325,0.0,54.063,0.0,0.0,538.084,592.147,Asia
1992,Pakistan,PAK,0.0,24.458,279.485,108.216,58.976,1.568,146.811,0.0,58.976,0.0,0.0,560.538,619.514,Asia
1993,Pakistan,PAK,0.0,25.679,310.303,124.582,64.857,1.154,160.042,0.0,64.857,0.0,0.0,621.76,686.617,Asia
1994,Pakistan,PAK,0.0,25.493,324.059,127.003,63.655,1.668,171.563,0.0,63.655,0.0,0.0,649.786,713.441,Asia
1995,Pakistan,PAK,0.0,25.702,341.938,130.26,67.262,1.48,185.976,0.0,67.262,0.0,0.0,685.356,752.618,Asia
1996,Pakistan,PAK,0.0,26.051,363.173,141.533,73.325,0.928,195.59,0.0,73.325,0.0,0.0,727.275,800.6,Asia
1997,Pakistan,PAK,0.0,24.353,367.059,141.115,54.546,1.279,201.591,0.0,54.546,0.0,0.0,735.397,789.943,Asia
1998,Pakistan,PAK,0.0,24.376,381.446,148.63,71.287,1.116,208.44,0.0,71.287,0.0,0.0,764.008,835.295,Asia
1999,Pakistan,PAK,0.0,24.388,409.907,169.505,63.589,0.226,216.014,0.0,63.589,0.0,0.0,820.04,883.629,Asia
2000,Pakistan,PAK,0.0,23.586,426.193,179.525,51.92,2.684,223.082,2.958,54.878,0.0,0.0,855.07,909.948,Asia
2001,Pakistan,PAK,0.0,24.481,432.748,189.545,53.738,5.88,218.722,2.784,56.522,0.0,0.0,871.376,927.898,Asia
2002,Pakistan,PAK,0.0,27.447,446.136,205.493,59.596,5.31,213.196,3.067,62.663,0.0,0.0,897.582,960.245,Asia
2003,Pakistan,PAK,0.0,35.224,479.967,255.504,71.336,5.301,189.239,3.323,74.659,0.0,0.0,965.235,1039.894,Asia
2004,Pakistan,PAK,0.0,39.28,537.402,306.766,75.545,6.678,191.357,3.436,78.981,0.0,0.0,1081.483,1160.464,Asia
2005,Pakistan,PAK,0.0,43.609,551.605,326.102,87.906,6.973,181.895,0.0,87.906,0.0,0.0,1110.184,1198.09,Asia
2006,Pakistan,PAK,0.0,46.207,588.34,333.195,86.076,6.916,208.938,0.0,86.076,0.0,0.0,1183.596,1269.672,Asia
2007,Pakistan,PAK,0.0,63.227,628.545,338.003,89.575,6.289,227.316,0.0,89.576,0.001,0.0,1263.38,1352.956,Asia
2008,Pakistan,PAK,0.0,69.673,646.459,346.076,76.824,4.711,230.71,0.0,76.829,0.004,0.0,1297.629,1374.458,Asia
2009,Pakistan,PAK,0.0,57.296,650.484,347.017,80.279,6.817,246.171,0.0,80.293,0.015,0.0,1307.785,1388.078,Asia
2010,Pakistan,PAK,0.0,53.849,651.213,353.484,82.74,6.77,243.88,0.0,82.777,0.037,0.0,1309.196,1391.973,Asia
2011,Pakistan,PAK,0.0,46.428,645.356,353.396,84.399,10.433,245.532,0.0,84.473,0.074,0.0,1301.145,1385.618,Asia
2012,Pakistan,PAK,0.0,47.088,650.993,365.972,29.466,7.144,237.932,0.0,29.699,0.181,0.052,1309.129,1338.828,Asia
2013,Pakistan,PAK,0.0,37.305,653.974,355.857,85.812,11.148,260.812,0.0,86.62,0.395,0.413,1319.096,1405.716,Asia
2014,Pakistan,PAK,0.0,54.997,674.59,349.867,87.711,12.14,269.726,0.0,89.205,0.645,0.849,1361.32,1450.525,Asia
2015,Pakistan,PAK,0.0,54.263,713.565,365.342,88.274,11.125,293.961,0.254,91.169,1.028,1.612,1438.256,1529.425,Asia
2016,Pakistan,PAK,0.0,62.121,777.476,386.507,92.566,13.59,328.849,1.699,97.922,1.199,2.458,1568.543,1666.465,Asia
2017,Pakistan,PAK,0.0,83.121,830.01,407.396,80.382,20.729,339.493,3.433,90.259,1.753,4.692,1680.749,1771.008,Asia
2018,Pakistan,PAK,0.0,137.646,856.861,435.876,77.996,23.48,283.339,3.289,90.689,1.912,7.492,1737.202,1827.891,Asia
2019,Pakistan,PAK,0.0,156.562,851.917,444.73,95.254,23.227,250.625,1.973,107.372,1.846,8.299,1727.061,1834.433,Asia
2020,Pakistan,PAK,0.0,181.748,837.067,411.598,105.018,24.067,243.721,2.025,116.083,1.864,7.175,1698.201,1814.284,Asia
2021,Pakistan,PAK,0.0,200.759,932.803,448.92,98.472,39.409,283.124,2.247,111.577,1.878,8.981,1905.015,2016.592,Asia
2022,Pakistan,PAK,0.0,177.129,836.13,383.859,91.36,55.746,275.142,2.863,108.67,2.321,12.126,1728.006,1836.676,Asia
1965,Peru,PER,0.0,0.42,47.245,3.658,7.762,0.0,43.167,0.0,7.762,0.0,0.0,94.49,102.252,South America
1966,Peru,PER,0.0,0.529,58.785,3.821,8.359,0.0,54.435,0.0,8.359,0.0,0.0,117.57,125.929,South America
1967,Peru,PER,0.0,0.596,59.0,3.571,9.368,0.0,54.833,0.0,9.368,0.0,0.0,118.0,127.368,South America
1968,Peru,PER,0.0,0.591,59.577,3.975,10.054,0.0,55.011,0.0,10.054,0.0,0.0,119.154,129.208,South America
1969,Peru,PER,0.0,0.997,59.197,4.052,10.944,0.0,54.148,0.0,10.944,0.0,0.0,118.394,129.338,South America
1970,Peru,PER,0.0,1.011,61.884,3.975,10.456,0.0,56.898,0.0,10.456,0.0,0.0,123.768,134.224,South America
1971,Peru,PER,0.0,1.418,62.419,4.745,12.674,0.0,56.256,0.725,13.398,0.0,0.0,124.838,138.236,South America
1972,Peru,PER,0.0,1.534,54.107,4.562,13.114,0.0,48.011,0.725,13.839,0.0,0.0,108.214,122.053,South America
1973,Peru,PER,0.0,1.755,62.155,4.466,14.102,0.0,55.934,0.734,14.836,0.0,0.0,124.31,139.146,South America
1974,Peru,PER,0.0,1.871,72.371,4.601,15.424,0.0,65.899,0.849,16.273,0.0,0.0,144.742,161.015,South America
1975,Peru,PER,0.0,1.952,76.652,5.679,16.166,0.0,69.021,0.849,17.015,0.0,0.0,153.304,170.319,South America
1976,Peru,PER,0.0,1.511,77.628,6.16,17.13,0.0,69.957,0.782,17.912,0.0,0.0,155.256,173.168,South America
1977,Peru,PER,0.0,1.732,77.725,6.117,17.816,0.0,69.877,0.773,18.588,0.0,0.0,155.451,174.039,South America
1978,Peru,PER,0.0,1.476,77.123,6.391,18.31,0.0,69.256,0.686,18.996,0.0,0.0,154.246,173.242,South America
1979,Peru,PER,0.0,1.569,79.465,5.91,19.821,0.0,71.986,0.52,20.341,0.0,0.0,158.93,179.271,South America
1980,Peru,PER,0.0,1.651,85.851,6.352,20.728,0.0,77.848,0.271,21.0,0.0,0.0,171.702,192.702,South America
1981,Peru,PER,0.0,1.674,88.429,7.296,23.644,0.0,79.46,0.243,23.887,0.0,0.0,176.859,200.746,South America
1982,Peru,PER,0.0,1.894,87.779,7.657,24.827,0.0,78.228,0.482,25.309,0.0,0.0,175.558,200.867,South America
1983,Peru,PER,0.0,1.604,74.483,5.043,23.972,0.0,67.836,0.463,24.435,0.0,0.0,148.966,173.401,South America
1984,Peru,PER,0.0,1.279,78.106,6.814,25.735,0.0,70.013,0.453,26.188,0.0,0.0,156.212,182.4,South America
1985,Peru,PER,0.0,1.395,74.295,5.313,27.742,0.0,67.587,0.539,28.282,0.0,0.0,148.59,176.872,South America
1986,Peru,PER,0.0,1.894,80.245,5.635,29.747,0.0,72.716,0.492,30.239,0.0,0.0,160.49,190.729,South America
1987,Peru,PER,0.0,2.139,88.035,5.602,32.166,0.0,80.294,0.434,32.6,0.0,0.0,176.07,208.67,South America
1988,Peru,PER,0.0,2.104,85.937,5.284,30.821,0.0,78.549,0.434,31.255,0.0,0.0,171.874,203.129,South America
1989,Peru,PER,0.0,2.336,76.423,4.48,31.069,0.0,69.606,0.463,31.532,0.0,0.0,152.845,184.377,South America
1990,Peru,PER,0.0,1.685,75.626,4.288,30.957,0.0,69.653,0.434,31.391,0.0,0.0,151.252,182.643,South America
1991,Peru,PER,0.0,3.266,71.743,4.023,33.982,0.0,64.454,0.425,34.406,0.0,0.0,143.486,177.892,South America
1992,Peru,PER,0.0,3.196,74.28,3.629,28.65,0.0,67.455,0.425,29.075,0.0,0.0,148.56,177.635,South America
1993,Peru,PER,0.0,3.359,77.716,3.821,34.89,0.0,70.536,0.348,35.237,0.0,0.0,155.432,190.669,South America
1994,Peru,PER,0.0,4.137,84.739,3.985,37.693,0.0,76.616,0.38,38.073,0.0,0.0,169.477,207.55,South America
1995,Peru,PER,0.0,4.347,94.612,3.86,38.256,0.0,86.406,0.453,38.71,0.0,0.0,189.225,227.935,South America
1996,Peru,PER,0.0,4.556,97.601,3.917,39.398,0.0,89.128,0.437,39.836,0.0,0.001,195.202,235.038,South America
1997,Peru,PER,0.0,4.742,95.2,2.32,39.075,0.0,88.138,0.492,39.569,0.0,0.002,190.4,229.969,South America
1998,Peru,PER,0.0,5.199,97.809,3.937,40.831,0.0,88.674,0.402,41.235,0.0,0.001,195.619,236.854,South America
1999,Peru,PER,0.0,4.715,99.191,3.956,42.996,0.0,90.521,0.444,43.442,0.0,0.002,198.383,241.825,South America
2000,Peru,PER,0.0,7.324,99.02,3.325,47.833,0.0,88.371,0.504,48.339,0.0,0.002,198.04,246.379,South America
2001,Peru,PER,0.0,6.645,93.803,3.561,51.749,0.0,83.597,0.52,52.272,0.0,0.004,187.606,239.878,South America
2002,Peru,PER,0.173,9.1,96.151,4.254,52.656,0.0,82.796,0.594,53.426,0.0,0.004,192.301,245.727,South America
2003,Peru,PER,0.176,9.766,93.116,5.034,53.75,0.0,78.317,0.626,54.555,0.0,0.003,186.233,240.788,South America
2004,Peru,PER,0.116,10.559,106.286,8.277,50.502,0.0,87.45,0.488,51.11,0.0,0.003,212.572,263.682,South America
2005,Peru,PER,0.078,10.717,111.062,14.6,51.476,0.0,85.746,1.111,52.668,0.0,0.003,222.125,274.793,South America
2006,Peru,PER,0.909,9.118,107.816,17.086,55.754,0.0,81.611,1.111,57.777,0.0,0.003,215.631,273.408,South America
2007,Peru,PER,0.936,12.039,122.738,25.752,55.277,0.0,84.947,1.331,57.547,0.0,0.003,245.476,303.023,South America
2008,Peru,PER,1.093,10.735,138.521,32.694,53.559,0.0,95.092,1.468,56.123,0.0,0.003,277.042,333.165,South America
2009,Peru,PER,1.852,9.644,139.531,33.437,55.586,0.0,96.45,1.468,58.909,0.0,0.003,279.062,337.971,South America
2010,Peru,PER,2.264,9.458,165.214,54.238,55.656,0.0,101.518,2.148,60.072,0.0,0.003,330.428,390.5,South America
2011,Peru,PER,2.419,9.512,184.509,62.929,59.469,0.0,112.069,2.155,64.047,0.0,0.003,369.019,433.066,South America
2012,Peru,PER,3.796,10.152,190.22,68.618,60.41,0.0,111.45,2.132,66.506,0.164,0.003,380.44,446.946,South America
2013,Peru,PER,4.07,10.239,194.076,67.027,60.83,0.0,116.811,3.065,68.505,0.537,0.003,388.153,456.658,South America
2014,Peru,PER,3.936,10.111,199.364,74.316,60.171,0.0,114.936,4.121,69.465,0.54,0.698,398.727,468.192,South America
2015,Peru,PER,4.219,9.424,208.546,76.431,63.789,0.0,122.69,2.895,73.124,0.62,1.601,417.091,490.215,South America
2016,Peru,PER,4.533,10.047,225.294,84.933,64.613,0.0,130.314,1.004,73.644,0.645,2.848,450.588,524.232,South America
2017,Peru,PER,4.943,8.715,216.149,74.919,77.376,0.0,132.514,1.388,87.442,0.877,2.857,432.297,519.739,South America
2018,Peru,PER,4.743,7.866,224.706,80.252,81.323,0.0,136.588,1.569,93.718,2.108,3.975,449.412,543.13,South America
2019,Peru,PER,4.524,8.186,231.128,82.113,82.933,0.0,140.83,1.451,95.467,2.196,4.363,462.257,557.724,South America
2020,Peru,PER,4.34,5.945,184.743,71.302,80.129,0.0,107.495,2.385,93.866,2.247,4.764,369.485,463.351,South America
2021,Peru,PER,4.968,5.98,219.253,80.228,83.539,0.0,133.045,2.503,98.086,2.307,4.769,438.506,536.592,South America
2022,Peru,PER,5.077,8.137,242.419,96.207,77.537,0.0,138.074,2.471,92.475,2.355,5.035,484.837,577.312,South America
1965,Philippines,PHL,0.0,0.516,0.0,0.0,4.583,0.0,49.687,0.0,4.583,0.0,0.0,50.203,54.786,Asia
1966,Philippines,PHL,0.0,0.488,0.0,0.0,4.495,0.0,54.207,0.0,4.495,0.0,0.0,54.695,59.19,Asia
1967,Philippines,PHL,0.0,0.38,0.0,0.0,4.968,0.0,61.134,0.0,4.968,0.0,0.0,61.514,66.482,Asia
1968,Philippines,PHL,0.0,0.174,0.0,0.0,5.086,0.0,69.816,0.0,5.086,0.0,0.0,69.99,75.076,Asia
1969,Philippines,PHL,0.0,0.228,0.0,0.0,5.367,0.0,74.822,0.0,5.367,0.0,0.0,75.05,80.417,Asia
1970,Philippines,PHL,0.0,0.228,0.0,0.0,6.201,0.0,85.077,0.0,6.201,0.0,0.0,85.305,91.506,Asia
1971,Philippines,PHL,0.0,0.222,0.0,0.0,5.716,0.0,98.736,0.0,5.716,0.0,0.0,98.958,104.674,Asia
1972,Philippines,PHL,0.0,0.217,0.0,0.0,6.526,0.0,96.902,0.0,6.526,0.0,0.0,97.119,103.645,Asia
1973,Philippines,PHL,0.0,0.217,0.0,0.0,7.02,0.0,113.717,0.0,7.02,0.0,0.0,113.934,120.954,Asia
1974,Philippines,PHL,0.0,0.304,0.0,0.0,6.065,0.0,106.319,0.0,6.065,0.0,0.0,106.623,112.688,Asia
1975,Philippines,PHL,0.0,0.575,0.0,0.0,6.718,0.0,114.688,0.0,6.718,0.0,0.0,115.263,121.981,Asia
1976,Philippines,PHL,0.0,0.684,0.0,0.0,8.265,0.0,117.839,0.0,8.265,0.0,0.0,118.523,126.788,Asia
1977,Philippines,PHL,0.0,1.688,0.0,0.0,6.251,0.0,128.713,0.003,6.254,0.0,0.0,130.401,136.655,Asia
1978,Philippines,PHL,0.0,1.547,0.0,0.0,8.312,0.0,132.738,0.009,8.321,0.0,0.0,134.285,142.606,Asia
1979,Philippines,PHL,0.0,1.351,0.0,0.0,8.519,0.0,136.971,1.807,10.326,0.0,0.0,138.322,148.648,Asia
1980,Philippines,PHL,0.0,1.628,0.0,0.0,10.415,0.0,128.444,5.802,16.217,0.0,0.0,130.072,146.289,Asia
1981,Philippines,PHL,0.0,2.822,0.0,0.0,11.015,0.0,120.739,11.223,22.237,0.0,0.0,123.561,145.798,Asia
1982,Philippines,PHL,0.0,3.147,0.0,0.0,11.157,0.0,116.189,11.211,22.367,0.0,0.0,119.336,141.703,Asia
1983,Philippines,PHL,0.0,5.73,0.0,0.0,11.733,0.0,121.525,14.306,26.039,0.0,0.0,127.255,153.294,Asia
1984,Philippines,PHL,0.0,9.182,0.0,0.0,15.607,0.0,99.473,15.498,31.105,0.0,0.0,108.655,139.76,Asia
1985,Philippines,PHL,0.0,12.986,0.0,0.0,16.42,0.0,88.441,17.212,33.632,0.0,0.0,101.427,135.059,Asia
1986,Philippines,PHL,0.0,10.229,0.0,0.0,17.792,0.0,92.984,16.168,33.96,0.0,0.0,103.213,137.173,Asia
1987,Philippines,PHL,0.0,10.88,0.0,0.0,15.515,0.0,107.958,14.025,29.54,0.0,0.0,118.838,148.378,Asia
1988,Philippines,PHL,0.0,13.778,0.0,0.0,18.523,0.0,116.383,14.954,33.476,0.0,0.0,130.161,163.637,Asia
1989,Philippines,PHL,0.0,10.891,0.0,0.0,19.176,0.0,130.62,16.318,35.494,0.0,0.0,141.511,177.005,Asia
1990,Philippines,PHL,0.0,14.596,0.0,0.0,17.925,0.0,138.174,16.882,34.807,0.0,0.0,152.77,187.577,Asia
1991,Philippines,PHL,0.0,17.899,0.0,0.0,15.214,0.0,135.198,16.338,31.552,0.0,0.0,153.097,184.649,Asia
1992,Philippines,PHL,0.0,15.747,0.0,0.0,13.129,0.0,153.031,16.174,29.303,0.0,0.0,168.778,198.081,Asia
1993,Philippines,PHL,0.0,17.48,0.0,0.0,14.874,0.0,168.876,16.08,30.954,0.0,0.0,186.356,217.31,Asia
1994,Philippines,PHL,0.0,17.782,191.106,0.053,17.334,0.0,173.271,17.933,35.267,0.0,0.0,382.212,417.479,Asia
1995,Philippines,PHL,0.0,19.12,222.708,0.051,18.428,0.0,203.537,17.408,35.836,0.0,0.0,445.416,481.252,Asia
1996,Philippines,PHL,0.0,25.76,237.69,0.086,20.788,0.0,211.843,18.54,39.328,0.0,0.0,475.379,514.707,Asia
1997,Philippines,PHL,0.0,31.855,263.878,0.052,17.946,0.0,231.971,20.535,38.481,0.0,0.0,527.756,566.237,Asia
1998,Philippines,PHL,0.0,34.529,261.036,0.089,14.98,0.0,226.417,25.294,40.274,0.0,0.0,522.071,562.345,Asia
1999,Philippines,PHL,0.0,39.391,251.926,0.069,23.183,0.0,212.466,30.061,53.243,0.0,0.0,503.852,557.095,Asia
2000,Philippines,PHL,0.0,53.777,251.502,0.102,23.062,0.0,197.623,32.989,56.051,0.0,0.0,503.004,559.055,Asia
2001,Philippines,PHL,0.0,52.451,250.42,1.342,20.87,0.0,196.627,29.437,50.307,0.0,0.0,500.84,551.147,Asia
2002,Philippines,PHL,0.0,49.16,252.952,16.866,20.528,0.0,186.926,28.688,49.216,0.0,0.0,505.904,555.12,Asia
2003,Philippines,PHL,0.0,50.044,261.583,25.705,22.823,0.0,185.834,27.335,50.159,0.0,0.0,523.166,573.325,Asia
2004,Philippines,PHL,0.001,52.707,265.929,23.74,24.761,0.0,189.482,28.431,53.193,0.0,0.0,531.858,585.051,Asia
2005,Philippines,PHL,0.016,61.837,269.021,31.442,24.015,0.0,175.742,27.209,51.295,0.004,0.05,538.042,589.337,Asia
2006,Philippines,PHL,0.021,58.604,248.133,29.447,28.282,0.0,160.083,28.575,57.033,0.004,0.151,496.267,553.3,Asia
2007,Philippines,PHL,0.561,62.697,263.962,35.305,24.214,0.0,165.96,27.716,52.659,0.004,0.164,527.924,580.583,Asia
2008,Philippines,PHL,1.0,73.92,269.626,37.165,27.658,0.0,158.541,28.914,57.749,0.004,0.172,539.252,597.001,Asia
2009,Philippines,PHL,1.738,70.559,274.259,37.425,27.334,0.0,166.275,27.71,56.966,0.003,0.18,548.518,605.484,Asia
2010,Philippines,PHL,2.336,81.771,290.14,35.25,21.659,0.0,173.119,26.533,50.702,0.003,0.171,580.28,630.982,Asia
2011,Philippines,PHL,2.432,89.853,291.529,38.059,26.752,0.0,163.617,26.687,56.118,0.003,0.243,583.058,639.176,Asia
2012,Philippines,PHL,3.169,94.029,300.575,36.485,28.111,0.0,170.062,27.553,59.043,0.004,0.207,601.151,660.194,Asia
2013,Philippines,PHL,3.781,116.335,328.351,33.605,27.307,0.0,178.41,25.796,57.066,0.004,0.179,656.701,713.767,Asia
2014,Philippines,PHL,4.124,123.766,348.822,35.343,24.754,0.0,189.713,27.422,56.756,0.045,0.412,697.644,754.4,Asia
2015,Philippines,PHL,4.68,135.082,384.369,33.225,23.335,0.0,216.061,29.712,60.115,0.373,2.015,768.737,828.852,Asia
2016,Philippines,PHL,5.142,152.19,422.322,38.099,21.713,0.0,232.033,30.756,63.158,2.937,2.611,844.644,907.802,Asia
2017,Philippines,PHL,5.572,179.974,465.896,37.744,25.577,0.0,248.178,29.462,66.717,3.197,2.91,931.792,998.509,Asia
2018,Philippines,PHL,5.735,190.139,480.32,40.888,24.827,0.0,249.293,30.02,66.937,3.305,3.05,960.64,1027.577,Asia
2019,Philippines,PHL,6.108,203.311,499.77,42.16,21.155,0.0,254.299,30.363,63.657,3.285,2.746,999.54,1063.197,Asia
2020,Philippines,PHL,5.175,204.062,450.692,38.428,18.888,0.0,208.201,31.134,61.498,3.605,2.696,901.383,962.881,Asia
2021,Philippines,PHL,5.802,219.963,477.348,32.082,24.474,0.0,225.303,30.538,68.359,3.961,3.584,954.696,1023.055,Asia
2022,Philippines,PHL,6.901,233.034,512.254,30.804,26.442,0.0,248.417,32.341,73.258,4.783,2.791,1024.509,1097.767,Asia
